33001	57.2167	11.5667	70.0
33002	58.9333	19.1667	90.0
33003	60.9000	18.6167	70.0
33004	55.9167	18.7833	116.0
33005	58.4833	10.9333	73.0
33008	57.5167	17.6167	87.0
33011	57.2167	11.5667	70.0
33012	58.9333	19.1667	90.0
33015	58.4833	10.9333	73.0
33021	63.5000	19.8083	42.0
33022	58.8020	17.6252	38.0
33023	56.9308	17.0607	40.0
33024	58.3025	11.7533	40.0
33025	58.2568	11.4510	40.0
33026	58.8833	11.0983	68.0
33027	58.7460	11.4925	20.0
33030	58.1835	11.0153	-999.0
33031	59.0363	18.1205	-999.0
33032	59.0144	18.2253	-999.0
33033	58.2500	11.2167 53.0
33041	56.5659	12.7249	19.0
33042	55.8776	14.5401	21.0
33043	56.1680	16.6344	56.0
33044	58.3025	11.7533	40.0
33045	55.8646	14.4947	20.0
33046	55.8777	14.5444	20.0
33047	55.5914	12.8443	8.5
33050	58.8940	12.9190	-999.0
2157	65.6969	23.0961	-999.0
2055	64.9158	21.2306	-999.0
2056	63.9861	20.8950	-999.0
2321	63.1906	19.0125	-999.0
2061	62.3633	17.5311	-999.0
2179	60.4086	18.2108	-999.0
2069	59.3242	18.0817	-999.0
2507	58.7689	17.8589	-999.0
2076	58.5536	16.8372	-999.0
2080	57.6392	18.2844	-999.0
2083	57.3661	17.0972	-999.0
2085	57.2750	16.4781	-999.0
2088	56.1053	15.5894	-999.0
2320	55.5575	14.3578	-999.0
30488	55.4167	12.8294	-999.0
2095	55.5222	12.8936	-999.0
2099	55.7564	12.9033	-999.0
2228	56.1422	12.5792	-999.0
2105	57.2497	12.1125	-999.0
2109	57.6847	11.7906	-999.0
2110	58.0933	11.8325	-999.0
2111	58.3536	11.2178	-999.0
2130	58.9967	11.1272	-999.0
2062	62.3333	17.4667	-999.0
2067	60.6333	17.9667	-999.0
2073	58.7500	17.8667	-999.0
2098	55.6167	13.0000	-999.0
2093	55.4167	13.8167	-999.0
2104	57.1000	12.2167	-999.0
2108	57.6833	11.9000	-999.0
2541	58.3475	11.8948	-999.0
2542	56.2980	12.7865	-999.0
2543	55.9284	14.3286	-999.0
33084	57.3920	11.9190	-999.0
2545	58.4843	16.9607	-999.0
2588	65.7717	23.9029	-999.0
33091	57.6914	11.9011	-999.0
33092	57.7147	11.9669	-999.0
33093	57.7231	11.9869	-999.0
33094	57.7658	12.0056	-999.0
33095	57.7897	12.0100	-999.0
33096	57.6967	11.9089	-999.0
33099	58.2500	11.4500	-999.0
33101	55.5358	12.7117	-999.0
33102	55.2167	11.0333	-999.0
33103	55.1833	11.0833	-999.0
33104	55.2167	11.0833	-999.0
33105	55.4000	10.9500	-999.0
33121	57.7194	10.5858	-999.0
33122	56.7054	8.2226	-999.0
33123	56.5246	8.1152	-999.0
33124	56.4111	10.9306	-999.0
33125	56.3703	8.1201	-999.0
33127	56.0008	8.1292	-999.0
33128	55.9750	11.3722	-999.0
33129	55.7167	10.0167	-999.0
33130	55.6361	12.6867	-999.0
33132	55.3333	8.6833	-999.0
33133	55.2542	12.3728	-999.0
33134	55.1308	8.6859	-999.0
33135	55.1000	14.6833	-999.0
33136	55.0870	8.5654	-999.0
33138	54.9333	10.8333	-999.0
33139	54.8167	12.1333	-999.0
33140	55.8167	10.6444	-999.0
33142	56.7075	8.2090	-999.0
33143	56.3722	8.1137	-999.0
33144	56.3712	8.1259	-999.0
33145	55.9988	8.1146	-999.0
33146	56.0008	8.1292	-999.0
33147	54.7528	10.6778	-999.0
33148	55.2833	8.5833	-999.0
33149	55.2500	9.5167	-999.0
33150	55.1833	8.6833	-999.0
33151	54.9667	8.6667	-999.0
33152	54.9167	9.7833	-999.0
33153	55.5667	10.0833	-999.0
33154	55.2667	9.8833	-999.0
33155	55.1000	10.2500	-999.0
33156	55.1833	11.6500	-999.0
33157	55.0000	12.1667	-999.0
33158	54.8333	11.4833	-999.0
33171	56.1000	12.4667	-999.0
33172	55.3333	11.1333	-999.0
33173	55.2833	10.8333	-999.0
33174	55.2500	14.8333	-999.0
33175	54.5667	11.9333	-999.0
33176	56.1500	10.2167	-999.0
33177	55.4667	8.4333	-999.0
33178	55.5667	9.7500	-999.0
33179	57.4333	10.5667	-999.0
33180	55.0000	9.9833	-999.0
33181	57.1167	8.6000	-999.0
33182	57.6000	9.9667	-999.0
33183	55.7000	12.6000	-999.0
33184	54.6500	11.3500	-999.0
33185	54.9667	8.6667	-999.0
33186	55.8500	12.5667	-999.0
33187	56.6333	9.8000	-999.0
33188	56.6000	10.3000	-999.0
33189	56.4500	10.0500	-999.0
33190	55.9167	10.2667	-999.0
33191	55.7167	11.7167	-999.0
33192	55.6000	12.6833	-999.0
33193	55.6500	12.0833	-999.0
33194	55.4500	12.2000	-999.0
33201	54.5000	10.2667	-999.0
33202	54.6000	11.1500	-999.0
33203	54.7000	12.7000	-999.0
33204	54.8833	13.8617	-999.0
33205	54.0833	14.1667	-999.0
33206	54.7000	12.7000	-999.0
