smhi_channel	smhi_code	smhi_units	myo_scaling	myo_channel	myo_code	units	valid_min	valid_max	standard_name	long_name
8783	Salinity_83	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8784	Salinity_84	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8785	Salinity_85	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8786	Salinity_86	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8787	Salinity_87	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8788	Salinity_88	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8789	Salinity_89	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8790	Salinity_90	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8791	Salinity_91	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8792	Salinity_92	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8793	Salinity_93	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8794	Salinity_94	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8795	Salinity_95	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8796	Salinity_96	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8797	Salinity_97	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8798	Salinity_98	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8799	Salinity_99	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	PRACTICAL_SALINITY
8800	CurDir_00	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8801	CurDir_01	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8802	CurDir_02	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8803	CurDir_03	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8804	CurDir_04	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8805	CurDir_05	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8806	CurDir_06	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8807	CurDir_07	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8808	CurDir_08	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8809	CurDir_09	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8810	CurDir_10	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8811	CurDir_11	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8812	CurDir_12	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8813	CurDir_13	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8814	CurDir_14	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8815	CurDir_15	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8816	CurDir_16	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8817	CurDir_17	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8818	CurDir_18	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8819	CurDir_19	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8820	CurDir_20	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8821	CurDir_21	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8822	CurDir_22	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8823	CurDir_23	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8824	CurDir_24	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8825	CurDir_25	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8826	CurDir_26	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8827	CurDir_27	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8828	CurDir_28	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8829	CurDir_29	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8830	CurDir_30	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8831	CurDir_31	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8832	CurDir_32	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8833	CurDir_33	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8834	CurDir_34	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8835	CurDir_35	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8836	CurDir_36	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8837	CurDir_37	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8838	CurDir_38	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8839	CurDir_39	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8840	CurDir_40	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8841	CurDir_41	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8842	CurDir_42	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8843	CurDir_43	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8844	CurDir_44	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8845	CurDir_45	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8846	CurDir_46	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8847	CurDir_47	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8848	CurDir_48	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8849	CurDir_49	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8850	CurDir_50	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8851	CurDir_51	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8852	CurDir_52	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8853	CurDir_53	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8854	CurDir_54	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8855	CurDir_55	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8856	CurDir_56	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8857	CurDir_57	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8858	CurDir_58	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8859	CurDir_59	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8860	CurDir_60	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8861	CurDir_61	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8862	CurDir_62	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8863	CurDir_63	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8864	CurDir_64	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8865	CurDir_65	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8866	CurDir_66	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8867	CurDir_67	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8868	CurDir_68	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8869	CurDir_69	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8870	CurDir_70	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8871	CurDir_71	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8872	CurDir_72	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8873	CurDir_73	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8874	CurDir_74	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8875	CurDir_75	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8876	CurDir_76	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8877	CurDir_77	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8878	CurDir_78	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8879	CurDir_79	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8880	CurDir_80	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8881	CurDir_81	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8882	CurDir_82	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8883	CurDir_83	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8884	CurDir_84	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8885	CurDir_85	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8886	CurDir_86	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8887	CurDir_87	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8888	CurDir_88	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8889	CurDir_89	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8890	CurDir_90	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8891	CurDir_91	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8892	CurDir_92	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8893	CurDir_93	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8894	CurDir_94	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8895	CurDir_95	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8896	CurDir_96	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8897	CurDir_97	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8898	CurDir_98	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8899	CurDir_99	deg	1	8183	HCDT	degree	0	360	current_direction	CURRENT_TO_CIRECTION_RELATIVE_TRUE_NORTH
8900	CurSp_00	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8901	CurSp_01	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8902	CurSp_02	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8903	CurSp_03	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8904	CurSp_04	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8905	CurSp_05	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8906	CurSp_06	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8907	CurSp_07	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8908	CurSp_08	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8909	CurSp_09	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8910	CurSp_10	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8911	CurSp_11	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8912	CurSp_12	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8913	CurSp_13	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8914	CurSp_14	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8915	CurSp_15	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8916	CurSp_16	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8917	CurSp_17	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8918	CurSp_18	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8919	CurSp_19	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8920	CurSp_20	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8921	CurSp_21	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8922	CurSp_22	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8923	CurSp_23	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8924	CurSp_24	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8925	CurSp_25	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8926	CurSp_26	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8927	CurSp_27	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8928	CurSp_28	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8929	CurSp_29	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8930	CurSp_30	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8931	CurSp_31	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8932	CurSp_32	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8933	CurSp_33	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8934	CurSp_34	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8935	CurSp_35	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8936	CurSp_36	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8937	CurSp_37	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8938	CurSp_38	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8939	CurSp_39	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8940	CurSp_40	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8941	CurSp_41	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8942	CurSp_42	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8943	CurSp_43	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8944	CurSp_44	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8945	CurSp_45	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8946	CurSp_46	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8947	CurSp_47	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8948	CurSp_48	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8949	CurSp_49	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8950	CurSp_50	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8951	CurSp_51	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8952	CurSp_52	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
8953	CurSp_53	cm/s	0.01	8184	HCSP	ms-1	0	20	current_speed	HORIZONTAL_CURRENT_SPEED
